Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality,n
7,8,0.15152589999996735,0.1319515999999794,0.019574299999987943,22,0.0,0.0,0,0,0,2
7,9,0.26497810000000754,0.24498080000000755,0.019997299999999996,22,0.0,0.0,0,2,0,2
8,9,0.16306559999998171,0.1447238000000084,0.01834179999997332,18,0.0,0.0,0,2,0,2
0,1,4.2835883000000194,4.22932579999997,0.05426250000004984,39,0.0,0.0,0,2,0,4
0,2,6.8196183999999676,6.763426299999992,0.05619209999997565,44,0.0,0.0,0,0,0,4
0,3,10.04773560000001,9.992663100000016,0.05507249999999431,52,0.0,0.0,0,0,0,4
0,4,7.15537919999997,7.09852079999996,0.05685840000001008,47,0.0,0.0,0,0,0,4
0,5,7.606969100000015,7.551137100000005,0.05583200000000943,47,0.0,0.0,0,0,0,4
0,6,10.222965600000009,10.160148800000002,0.06281680000000733,52,0.0,0.0,0,0,0,4
0,7,6.976674300000013,6.921292700000038,0.055381599999975606,44,0.0,0.0,0,0,0,4
0,8,3.7957426000000396,3.743166400000007,0.05257620000003271,35,0.0,0.0,0,0,0,4
0,9,3.5503898000000618,3.494907600000033,0.05548220000002857,34,0.0,0.0,0,2,0,4
1,2,4.068556699999988,4.0179919999999925,0.050564699999995355,39,0.0,0.0,0,2,0,4
1,3,6.989328399999977,6.935475599999961,0.05385280000001558,47,0.0,0.0,0,2,0,4
1,4,4.794171700000049,4.740105700000015,0.054066000000034364,42,0.0,0.0,0,2,0,4
1,5,4.630921600000022,4.575457099999994,0.05546450000002778,42,0.0,0.0,0,2,0,4
1,6,6.989902699999959,6.937897799999973,0.05200489999998581,47,0.0,0.0,0,2,0,4
1,7,4.064199999999971,4.004477699999995,0.0597222999999758,39,0.0,0.0,0,2,0,4
1,8,1.0987235999999712,1.0481704000000036,0.050553199999967546,30,0.0,0.0,0,2,0,4
1,9,1.1233675999999946,1.0765918999999826,0.046775700000011966,29,0.0,0.0,0,1,0,4
2,3,10.094900499999994,10.03376209999999,0.06113840000000437,52,0.0,0.0,0,0,0,4
2,4,7.473740100000043,7.4168258000000264,0.05691430000001674,47,0.0,0.0,0,0,0,4
2,5,7.495690999999965,7.44019069999996,0.05550030000000561,47,0.0,0.0,0,0,0,4
2,6,10.069135200000005,10.013921200000027,0.055213999999978114,52,0.0,0.0,0,0,0,4
2,7,7.006270299999983,6.9526475999999775,0.05362270000000535,44,0.0,0.0,0,0,0,4
2,8,3.750348699999961,3.6951740999999743,0.05517459999998664,35,0.0,0.0,0,0,0,4
2,9,3.5425941999999964,3.491177499999992,0.05141670000000431,34,0.0,0.0,0,6,0,4
3,4,10.732043999999973,10.674375399999974,0.057668599999999515,55,0.0,0.0,0,0,0,4
3,5,10.7002971,10.643572199999994,0.05672490000000607,55,0.0,0.0,0,0,0,4
3,6,13.441991099999939,13.386364199999946,0.05562689999999293,60,0.0,0.0,0,0,0,4
3,7,10.08082520000005,10.018037200000094,0.06278799999995499,52,0.0,0.0,0,0,0,4
3,8,6.750565100000017,6.696799199999987,0.05376590000003034,43,0.0,0.0,0,0,0,4
3,9,6.246488999999997,6.188220399999977,0.05826860000001943,42,0.0,0.0,0,6,0,4
4,5,8.259490300000039,8.2039039,0.05558640000003834,50,0.0,0.0,0,0,0,4
4,6,10.842218000000003,10.786761400000046,0.05545659999995678,55,0.0,0.0,0,0,0,4
4,7,7.636737000000039,7.5820287000000235,0.0547083000000157,47,0.0,0.0,0,0,0,4
4,8,4.373265700000047,4.313239400000043,0.060026300000004085,38,0.0,0.0,0,0,0,4
4,9,4.096827200000007,4.046473600000013,0.050353599999994,37,0.0,0.0,0,2,0,4
5,6,10.751086800000053,10.693006800000035,0.05808000000001812,55,0.0,0.0,0,0,0,4
5,7,7.509642999999983,7.454929799999945,0.05471320000003743,47,0.0,0.0,0,0,0,4
5,8,4.233945199999994,4.182318699999996,0.05162649999999758,38,0.0,0.0,0,0,0,4
5,9,3.9985444000000143,3.943153499999994,0.05539090000002034,37,0.0,0.0,0,2,0,4
6,7,10.113227800000004,10.058519899999965,0.054707900000039444,52,0.0,0.0,0,0,0,4
6,8,6.537497300000041,6.483694900000046,0.05380239999999503,43,0.0,0.0,0,0,0,4
6,9,6.120986400000106,6.071344000000067,0.04964240000003883,42,0.0,0.0,0,2,0,4
7,8,3.766448299999979,3.7097307999999884,0.05671749999999065,35,0.0,0.0,0,0,0,4
7,9,3.5195668999999725,3.471208199999978,0.048358699999994315,34,0.0,0.0,0,2,0,4
8,9,0.858835699999986,0.8129535000000487,0.045882199999937257,25,0.0,0.0,0,4,0,4
0,1,0.29317550000007486,0.2627505000000383,0.03042500000003656,27,0.0,0.0,0,12,0,2
0,2,0.352794900000049,0.3279572000000144,0.0248377000000346,24,0.0,0.0,0,10,0,2
0,3,0.3833540999999059,0.36028829999997924,0.02306579999992664,25,0.0,0.0,0,12,0,2
0,4,0.5621290999999928,0.5309015999999929,0.031227499999999964,31,0.0,0.0,0,6,0,2
0,5,0.2969613999999865,0.2757487000000083,0.021212699999978213,21,0.0,0.0,0,16,0,2
0,6,0.29911379999998644,0.27526080000006914,0.0238529999999173,22,0.0,0.0,0,12,0,2
0,7,0.28203640000003816,0.25592230000006566,0.026114099999972495,25,0.0,0.0,0,4,0,2
0,8,0.35815290000005007,0.3305347000000438,0.027618200000006254,23,0.0,0.0,0,14,0,2
0,9,0.26792620000003353,0.23835080000003472,0.029575399999998808,26,0.0,0.0,0,0,0,2
1,2,0.3358508000000029,0.3152189999999564,0.020631800000046496,23,0.0,0.0,0,6,0,2
1,3,0.1540589999999611,0.13483780000001389,0.019221199999947203,24,0.0,0.0,0,0,0,2
1,4,0.7381280999999262,0.7116800999999668,0.026447999999959393,30,0.0,0.0,0,18,0,2
1,5,0.18413300000008803,0.16535400000009304,0.018778999999994994,20,0.0,0.0,0,4,0,2
1,6,0.24488339999993514,0.22594629999991866,0.01893710000001647,21,0.0,0.0,0,8,0,2
1,7,0.23970850000011978,0.21757780000007187,0.02213070000004791,24,0.0,0.0,0,8,0,2
1,8,0.2767357999999831,0.2575239000000238,0.019211899999959314,22,0.0,0.0,0,2,0,2
1,9,0.2793973999998798,0.25512849999995524,0.024268899999924542,25,0.0,0.0,0,12,0,2
2,3,0.2636794000000009,0.2435237000000825,0.020155699999918397,21,0.0,0.0,0,6,0,2
2,4,0.32825549999995474,0.3007615999999871,0.027493899999967653,27,0.0,0.0,0,12,0,2
2,5,0.1859230000000025,0.1679929000000584,0.017930099999944105,17,0.0,0.0,0,8,0,2
2,6,0.17559780000010505,0.15554040000006353,0.020057400000041525,18,0.0,0.0,0,4,0,2
2,7,0.2594368000001168,0.23649310000007517,0.022943700000041645,21,0.0,0.0,0,6,0,2
2,8,0.2015353999998979,0.18231549999995877,0.019219899999939116,19,0.0,0.0,0,4,0,2
2,9,0.39456430000007003,0.3698252000000366,0.02473910000003343,22,0.0,0.0,0,10,0,2
3,4,0.5391225000000759,0.5131307000000334,0.02599180000004253,28,0.0,0.0,0,18,0,2
3,5,0.15939350000007835,0.14266750000001593,0.016726000000062413,18,0.0,0.0,0,4,0,2
3,6,0.2116108999999824,0.19258349999995517,0.019027400000027228,19,0.0,0.0,0,8,0,2
3,7,0.23652629999992314,0.21472319999998035,0.021803099999942788,22,0.0,0.0,0,8,0,2
3,8,0.20380899999997837,0.1856090999999651,0.018199900000013258,20,0.0,0.0,0,2,0,2
3,9,0.2774850000000697,0.25408570000001873,0.02339930000005097,23,0.0,0.0,0,12,0,2
4,5,0.3761700000000019,0.3527268999999933,0.0234431000000086,24,0.0,0.0,0,20,0,2
4,6,0.37932740000007925,0.3531449000000748,0.02618250000000444,25,0.0,0.0,0,16,0,2
4,7,0.5927910999999995,0.5638224000000491,0.02896869999995033,28,0.0,0.0,0,10,0,2
4,8,0.3195772000000261,0.2934740000000602,0.02610319999996591,26,0.0,0.0,0,16,0,2
4,9,0.49981609999997545,0.46891900000002806,0.030897099999947386,29,0.0,0.0,0,6,0,2
5,6,0.09546780000005128,0.08030480000002171,0.01516300000002957,15,0.0,0.0,0,4,0,2
5,7,0.23262100000010832,0.2128359000000728,0.019785100000035527,18,0.0,0.0,0,12,0,2
5,8,0.1392402999999831,0.12133330000006026,0.017906999999922846,16,0.0,0.0,0,4,0,2
5,9,0.26532570000006217,0.24439030000007733,0.02093539999998484,19,0.0,0.0,0,16,0,2
6,7,0.22808150000003025,0.20575750000000426,0.02232400000002599,19,0.0,0.0,0,8,0,2
6,8,0.19085580000000846,0.17290449999995872,0.01795130000004974,17,0.0,0.0,0,8,0,2
6,9,0.268450899999948,0.2462666999999783,0.022184199999969678,20,0.0,0.0,0,12,0,2
7,8,0.2550621999999976,0.23370460000001003,0.021357599999987542,20,0.0,0.0,0,10,0,2
7,9,0.28050790000008874,0.25320190000002185,0.027306000000066888,23,0.0,0.0,0,4,0,2
8,9,0.39723300000002837,0.37343250000003536,0.023800499999993008,21,0.0,0.0,0,14,0,2
0,1,1.3557479999999487,1.3060438999999633,0.049704099999985374,28,0.0,0.0,0,0,0,4
0,2,0.8027091999999811,0.7569620000000441,0.04574719999993704,24,0.0,0.0,0,0,0,4
0,3,4.169094400000063,4.118349899999998,0.05074450000006436,37,0.0,0.0,0,0,0,4
0,4,0.9106852999999546,0.8652855000000272,0.04539979999992738,26,0.0,0.0,0,2,0,4
0,5,0.8458333999999468,0.7942837999999028,0.05154960000004394,26,0.0,0.0,0,2,0,4
0,6,0.7990164999999934,0.7541817000000037,0.04483479999998963,24,0.0,0.0,0,0,0,4
0,7,1.3481727000000774,1.2934479000000465,0.05472480000003088,28,0.0,0.0,0,0,0,4
0,8,0.6847950999999739,0.6413741999999729,0.043420900000000984,24,0.0,0.0,0,0,0,4
0,9,3.1077185000000327,3.0637815000000046,0.04393700000002809,31,0.0,0.0,0,0,0,4
1,2,1.3489040999999133,1.3004948999999897,0.04840919999992366,28,0.0,0.0,0,0,0,4
1,3,4.8439553000000615,4.79154410000001,0.052411200000051394,41,0.0,0.0,0,0,0,4
1,4,1.4801371999999446,1.4348648999999796,0.04527229999996507,30,0.0,0.0,0,2,0,4
1,5,1.4121084999999312,1.3650788999999577,0.04702959999997347,30,0.0,0.0,0,2,0,4
1,6,1.1768926999999394,1.1295738000000028,0.04731889999993655,28,0.0,0.0,0,0,0,4
1,7,1.8746565999999802,1.8268891999999823,0.047767399999997906,32,0.0,0.0,0,0,0,4
1,8,1.2245104999999512,1.1718483999999307,0.05266210000002047,28,0.0,0.0,0,0,0,4
1,9,3.66575140000009,3.621490900000026,0.044260500000063985,35,0.0,0.0,0,0,0,4
2,3,4.203152899999964,4.1492443999999296,0.05390850000003411,37,0.0,0.0,0,0,0,4
2,4,0.8326992000000928,0.788722000000007,0.04397720000008576,26,0.0,0.0,0,2,0,4
2,5,0.926173800000015,0.878565999999978,0.04760780000003706,26,0.0,0.0,0,2,0,4
2,6,0.7218391999999767,0.6767561999999998,0.04508299999997689,24,0.0,0.0,0,0,0,4
2,7,1.3540136000000302,1.3079463999999916,0.04606720000003861,28,0.0,0.0,0,0,0,4
2,8,0.706554600000004,0.6580106000000114,0.04854399999999259,24,0.0,0.0,0,0,0,4
2,9,2.951885000000061,2.909012500000017,0.042872500000044056,31,0.0,0.0,0,0,0,4
3,4,4.316904999999906,4.265388099999996,0.05151689999991049,39,0.0,0.0,0,2,0,4
3,5,4.1319336999999905,4.0809567000000015,0.05097699999998895,39,0.0,0.0,0,2,0,4
3,6,3.8713465000000724,3.8153151999999864,0.05603130000008605,37,0.0,0.0,0,0,0,4
3,7,4.9722241999998005,4.919751999999903,0.052472199999897384,41,0.0,0.0,0,0,0,4
3,8,3.20331380000016,3.151868200000081,0.05144560000007914,37,0.0,0.0,0,0,0,4
3,9,6.836694899999884,6.78002529999992,0.05666959999996379,44,0.0,0.0,0,8,0,4
4,5,0.96960880000006,0.9248078000000532,0.04480100000000675,28,0.0,0.0,0,0,0,4
4,6,0.7782746999998835,0.7328066000000035,0.045468099999879996,26,0.0,0.0,0,2,0,4
4,7,1.4925498000000061,1.4402926000000207,0.05225719999998546,30,0.0,0.0,0,2,0,4
4,8,0.7460117999999056,0.7031137999999828,0.04289799999992283,26,0.0,0.0,0,2,0,4
4,9,3.0771053999999367,3.034699900000078,0.042405499999858876,33,0.0,0.0,0,2,0,4
5,6,0.8391443000000436,0.7919727999999395,0.04717150000010406,26,0.0,0.0,0,2,0,4
5,7,1.5001142000000982,1.4546967000001132,0.04541749999998501,30,0.0,0.0,0,2,0,4
5,8,0.688290699999925,0.6442337000000862,0.04405699999983881,26,0.0,0.0,0,2,0,4
5,9,3.0586688000000777,3.0174394000000575,0.04122940000002018,33,0.0,0.0,0,2,0,4
6,7,1.3250243999998474,1.2795561999998881,0.045468199999959324,28,0.0,0.0,0,0,0,4
6,8,0.5550447999999051,0.5135169999998652,0.04152780000003986,24,0.0,0.0,0,0,0,4
6,9,3.0365704999999252,2.9955949000000146,0.04097559999991063,31,0.0,0.0,0,4,0,4
7,8,1.2079118999999992,1.165239100000008,0.042672799999991184,28,0.0,0.0,0,0,0,4
7,9,3.7138519000000088,3.67121619999989,0.04263570000011896,35,0.0,0.0,0,0,0,4
8,9,2.8926077000000987,2.851455900000019,0.041151800000079675,31,0.0,0.0,0,8,0,4
0,1,0.3262552000001051,0.3058909000001222,0.020364299999982904,23,0.0,0.0,0,6,0,2
0,2,0.1928861000001234,0.1737731000000622,0.01911300000006122,21,0.0,0.0,0,4,0,2
0,3,0.25488880000011704,0.232547600000089,0.02234120000002804,21,0.0,0.0,0,6,0,2
0,4,0.31947070000001077,0.2936428000000433,0.025827899999967485,27,0.0,0.0,0,12,0,2
0,5,0.1731932999998662,0.15408469999988483,0.01910859999998138,18,0.0,0.0,0,4,0,2
0,6,0.2547221999998328,0.23504549999984192,0.019676699999990888,21,0.0,0.0,0,6,0,2
0,7,0.29621159999987867,0.27252019999991717,0.023691399999961504,22,0.0,0.0,0,10,0,2
0,8,0.1844155999999657,0.16586759999995593,0.01854800000000978,19,0.0,0.0,0,4,0,2
0,9,0.34118949999992765,0.3173544999999649,0.023834999999962747,24,0.0,0.0,0,10,0,2
1,2,0.30026090000001204,0.2815196999999898,0.018741200000022218,24,0.0,0.0,0,2,0,2
1,3,0.23161750000008396,0.21055610000007619,0.02106140000000778,24,0.0,0.0,0,8,0,2
1,4,0.7096552000000429,0.6840697000000091,0.02558550000003379,30,0.0,0.0,0,18,0,2
1,5,0.23496739999995953,0.2163333999999395,0.018634000000020023,21,0.0,0.0,0,8,0,2
1,6,0.14725039999984801,0.12826339999992342,0.018986999999924592,24,0.0,0.0,0,0,0,2
1,7,0.2685519999999997,0.24568109999995613,0.022870900000043548,25,0.0,0.0,0,12,0,2
1,8,0.25593370000001414,0.23747150000008332,0.018462199999930817,22,0.0,0.0,0,2,0,2
1,9,0.27656150000007074,0.25238360000003013,0.02417790000004061,27,0.0,0.0,0,12,0,2
2,3,0.29129310000007536,0.27073749999999563,0.02055560000007972,22,0.0,0.0,0,10,0,2
2,4,0.32133440000006885,0.2963744000001043,0.024959999999964566,28,0.0,0.0,0,16,0,2
2,5,0.20679939999990893,0.18887289999997847,0.017926499999930456,19,0.0,0.0,0,8,0,2
2,6,0.2357641999999487,0.21734149999997499,0.018422699999973702,22,0.0,0.0,0,2,0,2
2,7,0.4245149000000765,0.40173639999989064,0.022778500000185886,23,0.0,0.0,0,14,0,2
2,8,0.1394546999999875,0.12165329999993446,0.017801400000053036,20,0.0,0.0,0,0,0,2
2,9,0.38564100000007784,0.3625727999999526,0.023068200000125216,25,0.0,0.0,0,14,0,2
3,4,0.4808586000001469,0.4528181000000586,0.028040500000088286,28,0.0,0.0,0,10,0,2
3,5,0.2247812000000522,0.20440590000021075,0.020375299999841445,19,0.0,0.0,0,8,0,2
3,6,0.22722539999995206,0.2059151999999358,0.021310200000016266,22,0.0,0.0,0,8,0,2
3,7,0.272334199999932,0.2472259999999551,0.025108199999976932,23,0.0,0.0,0,4,0,2
3,8,0.24730040000008557,0.22715010000001712,0.020150300000068455,20,0.0,0.0,0,10,0,2
3,9,0.27491540000005443,0.24957470000003923,0.025340700000015204,25,0.0,0.0,0,4,0,2
4,5,0.3686428999999407,0.3438679000000775,0.024774999999863212,25,0.0,0.0,0,16,0,2
4,6,0.6113356000000749,0.5863939000000755,0.0249416999999994,28,0.0,0.0,0,18,0,2
4,7,0.4906542000001082,0.4611300999999912,0.02952410000011696,29,0.0,0.0,0,6,0,2
4,8,0.3175109999999677,0.2926973999999518,0.024813600000015867,26,0.0,0.0,0,16,0,2
4,9,0.5474108000000797,0.5172076000001198,0.030203199999959907,31,0.0,0.0,0,6,0,2
5,6,0.21187849999978425,0.193320999999969,0.018557499999815263,19,0.0,0.0,0,8,0,2
5,7,0.2630295000001297,0.2408900000000358,0.022139500000093904,20,0.0,0.0,0,12,0,2
5,8,0.18108250000022963,0.16306860000008783,0.018013900000141803,17,0.0,0.0,0,8,0,2
5,9,0.38480939999999464,0.2747715000000426,0.11003789999995206,22,0.0,0.0,0,12,0,2
6,7,0.2719773000001169,0.24875440000005256,0.023222900000064328,23,0.0,0.0,0,12,0,2
6,8,0.20003650000012385,0.1817310000001271,0.018305499999996755,20,0.0,0.0,0,2,0,2
6,9,0.2743351999999959,0.2506836000000021,0.023651599999993778,25,0.0,0.0,0,12,0,2
7,8,0.2903839999999036,0.2684111999999459,0.021972799999957715,21,0.0,0.0,0,14,0,2
7,9,0.26535979999994197,0.23770319999994172,0.027656600000000253,26,0.0,0.0,0,0,0,2
8,9,0.34239849999994476,0.3196649999999863,0.02273349999995844,23,0.0,0.0,0,14,0,2
0,1,2.588005700000167,2.551885000000084,0.03612070000008316,29,0.0,0.0,0,0,0,4
0,2,2.968419299999823,2.9286091999999826,0.03981009999984053,31,0.0,0.0,0,0,0,4
0,3,3.211492299999918,3.1679461999999603,0.04354609999995773,32,0.0,0.0,0,0,0,4
0,4,2.5275535000000673,2.492764500000021,0.034789000000046144,29,0.0,0.0,0,2,0,4
0,5,3.2601761000000806,3.2211377000000994,0.039038399999981266,33,0.0,0.0,0,0,0,4
0,6,3.064057699999921,3.021649199999956,0.04240849999996499,32,0.0,0.0,0,0,0,4
0,7,2.5679567000001953,2.532584799999995,0.035371900000200185,29,0.0,0.0,0,0,0,4
0,8,3.757243500000186,3.7144568000001073,0.04278670000007878,35,0.0,0.0,0,0,0,4
0,9,4.962821800000029,4.926172299999962,0.03664950000006684,40,0.0,0.0,0,0,0,4
1,2,0.5754633000001377,0.5369095000000925,0.03855380000004516,22,0.0,0.0,0,0,0,4
1,3,0.7097789999997985,0.6686883999998372,0.04109059999996134,23,0.0,0.0,0,0,0,4
1,4,0.45067130000029465,0.41825340000013966,0.03241790000015499,20,0.0,0.0,0,2,0,4
1,5,0.8812686999999642,0.8446309999999357,0.03663770000002842,24,0.0,0.0,0,0,0,4
1,6,0.7220700999998826,0.6816552000000229,0.0404148999998597,23,0.0,0.0,0,0,0,4
1,7,0.41153529999996863,0.37756500000000415,0.03397029999996448,20,0.0,0.0,0,0,0,4
1,8,1.0407001999999466,1.000772999999981,0.039927199999965524,26,0.0,0.0,0,0,0,4
1,9,2.559528399999863,2.5255655999999362,0.033962799999926574,31,0.0,0.0,0,0,0,4
2,3,0.8143463999999767,0.767983299999969,0.04636310000000776,25,0.0,0.0,0,0,0,4
2,4,0.4539877999998225,0.4185038999999051,0.03548389999991741,22,0.0,0.0,0,2,0,4
2,5,1.1146874999999454,1.0751454999999623,0.03954199999998309,26,0.0,0.0,0,0,0,4
2,6,0.6979172999999719,0.6552742999999737,0.04264299999999821,25,0.0,0.0,0,0,0,4
2,7,0.5605376999997134,0.5238849999998365,0.03665269999987686,22,0.0,0.0,0,0,0,4
2,8,1.2188533000000916,1.1750540000000456,0.04379930000004606,28,0.0,0.0,0,0,0,4
2,9,3.0870810999999776,3.050911499999984,0.03616959999999381,33,0.0,0.0,0,4,0,4
3,4,0.5207992999999078,0.4815596999999343,0.03923959999997351,23,0.0,0.0,0,2,0,4
3,5,1.2423189999999522,1.1986590999999862,0.043659899999966,27,0.0,0.0,0,0,0,4
3,6,0.9101179000001594,0.8631249000000025,0.046993000000156826,26,0.0,0.0,0,0,0,4
3,7,0.6243838999996569,0.5829887999998391,0.04139509999981783,23,0.0,0.0,0,0,0,4
3,8,1.3679358000001685,1.3197111000001769,0.04822469999999157,29,0.0,0.0,0,0,0,4
3,9,3.285355999999865,3.2453846999999314,0.03997129999993376,34,0.0,0.0,0,4,0,4
4,5,0.849129400000038,0.8158759999998892,0.03325340000014876,24,0.0,0.0,0,2,0,4
4,6,0.5054729999999381,0.4680855999999949,0.03738739999994323,23,0.0,0.0,0,2,0,4
4,7,0.518602600000122,0.4874260999999933,0.031176500000128726,20,0.0,0.0,0,2,0,4
4,8,0.8680914999999914,0.8306256000000758,0.037465899999915564,26,0.0,0.0,0,2,0,4
4,9,2.6141755000001012,2.582414299999982,0.03176120000011906,31,0.0,0.0,0,6,0,4
5,6,1.2023666000000048,1.1613019999999779,0.041064600000026985,27,0.0,0.0,0,0,0,4
5,7,0.863527299999987,0.8280672999999297,0.035460000000057335,24,0.0,0.0,0,0,0,4
5,8,1.651276899999857,1.6095384000000195,0.041738499999837586,30,0.0,0.0,0,0,0,4
5,9,3.244625699999915,3.209264200000007,0.03536149999990812,35,0.0,0.0,0,0,0,4
6,7,0.6364703000001555,0.5963195000001633,0.04015079999999216,23,0.0,0.0,0,0,0,4
6,8,1.3476671000000806,1.3019251999999142,0.045741900000166424,29,0.0,0.0,0,0,0,4
6,9,3.2852872999999363,3.2453705000000355,0.03991679999990083,34,0.0,0.0,0,4,0,4
7,8,1.0370915000000878,0.99696629999994,0.04012520000014774,26,0.0,0.0,0,0,0,4
7,9,2.542215099999794,2.508971099999826,0.033243999999967855,31,0.0,0.0,0,0,0,4
8,9,3.725597599999901,3.6865894999998545,0.0390081000000464,37,0.0,0.0,0,4,0,4
